country,year,gini,se,break,equiv_scale,welfare_def,source1,source2,page,series,link,notes,date
Argentina,2010,40.5,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2011,39.9,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Argentina,2011,39.7,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 2,2015-09-06
Argentina,2011,40.6,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 3,2015-09-06
Argentina,2011,39.5,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2012,39.7,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Argentina,2012,38.7,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 2,2015-09-06
Argentina,2012,40.2,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 3,2015-09-06
Argentina,2012,37.1,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2013,39.2,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Argentina,2013,37.5,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 2,2015-09-06
Argentina,2013,39.6,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 3,2015-09-06
Argentina,2013,37.6,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2014,38.5,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Argentina,2014,38.1,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 2,2015-09-06
Argentina,2014,39.3,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 3,2015-09-06
Argentina,2014,38,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2015,38.6,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Argentina,2003,47.5,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 3,2015-09-06
Argentina,2003,47.1,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2004,47.3,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Argentina,2004,45.7,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 2,2015-09-06
Argentina,2004,45.8,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 3,2015-09-06
Argentina,2004,45.6,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2005,44.5,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Argentina,2005,44.9,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 2,2015-09-06
Argentina,2005,46.1,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 3,2015-09-06
Argentina,2005,44.2,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2006,44.5,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Argentina,2006,43.8,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 2,2015-09-06
Argentina,2006,43,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 3,2015-09-06
Argentina,2006,44.2,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2007,43.2,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Argentina,2007,42,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 2,2015-09-06
Argentina,2007,42.4,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2008,41,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Argentina,2008,40.2,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 2,2015-09-06
Argentina,2008,41.2,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 3,2015-09-06
Argentina,2008,40,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2009,40.5,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Argentina,2009,40.3,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 2,2015-09-06
Argentina,2009,40.4,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 3,2015-09-06
Argentina,2009,39.9,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2010,39.3,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Argentina,2010,40.6,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 2,2015-09-06
Argentina,2010,40,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 3,2015-09-06
Argentina,2010,39,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2011,37.9,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Argentina,2011,39.1,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 2,2015-09-06
Argentina,2011,39.4,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 3,2015-09-06
Argentina,2011,39.1,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2012,37.5,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Argentina,2012,38.1,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 2,2015-09-06
Argentina,2012,39,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 3,2015-09-06
Argentina,2012,36.4,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2013,37.2,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Argentina,2013,37.7,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 2,2015-09-06
Argentina,2013,38.1,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 3,2015-09-06
Argentina,2013,37.2,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2014,36.7,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Argentina,2014,37.7,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 2,2015-09-06
Argentina,2014,38,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 3,2015-09-06
Argentina,2014,38.1,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2015,36.4,,,hhpc,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",10,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Armenia,1996,60.2,,,hhpc,"net income, monetary",NSSRA 2006,"Integrated Living Conditions Survey, Armenia",93,source2,http://www.armstat.am/file/doc/475.pdf,,2015-09-07
Armenia,1999,59.3,,,hhpc,"net income, monetary",NSSRA 2004,"Integrated Living Conditions Survey, Armenia",90,source2,http://www.armstat.am/file/doc/606.pdf,,2015-09-07
Armenia,2001,53.5,,,hhpc,"net income, monetary",NSSRA 2004,"Integrated Living Conditions Survey, Armenia",90,source2,http://www.armstat.am/file/doc/606.pdf,,2015-09-07
Armenia,2002,45.1,,,hhpc,"net income, monetary",NSSRA 2006,"Integrated Living Conditions Survey, Armenia",93,source2,http://www.armstat.am/file/doc/475.pdf,,2015-09-07
Armenia,2003,43.8,,,hhpc,"net income, monetary",NSSRA 2006,"Integrated Living Conditions Survey, Armenia",93,source2,http://www.armstat.am/file/doc/475.pdf,,2015-09-07
Armenia,2004,39.5,,x,hhpc,"net income, monetary",NSSRA 2008,"Integrated Living Conditions Survey, Armenia",91,source2,http://www.armstat.am/file/doc/99456293.pdf,,2015-09-07
Armenia,2005,35.9,,,hhpc,"net income, monetary",NSSRA 2010,"Integrated Living Conditions Survey, Armenia",107,source2,http://www.armstat.am/file/doc/99461558.pdf,,2015-09-07
Armenia,2006,36.9,,,hhpc,"net income, monetary",NSSRA 2010,"Integrated Living Conditions Survey, Armenia",107,source2,http://www.armstat.am/file/doc/99461558.pdf,,2015-09-07
Armenia,2007,37.1,,,hhpc,"net income, monetary",NSSRA 2010,"Integrated Living Conditions Survey, Armenia",107,source2,http://www.armstat.am/file/doc/99461558.pdf,,2015-09-07
Armenia,2008,33.9,,x,hhpc,"net income, monetary",NSSRA 2012,"Integrated Living Conditions Survey, Armenia",104,source2,http://www.armstat.am/file/doc/99471443.pdf,,2015-09-07
Armenia,2009,35.5,,,hhpc,"net income, monetary",NSSRA 2014,"Integrated Living Conditions Survey, Armenia",103,source2,http://www.armstat.am/file/doc/99489188.pdf,,2015-09-07
Armenia,2010,36.2,,,hhpc,"net income, monetary",NSSRA 2014,"Integrated Living Conditions Survey, Armenia",103,source2,http://www.armstat.am/file/doc/99489188.pdf,,2015-09-07
Armenia,2011,37.1,,,hhpc,"net income, monetary",NSSRA 2014,"Integrated Living Conditions Survey, Armenia",103,source2,http://www.armstat.am/file/doc/99489188.pdf,,2015-09-07
Armenia,2012,37.2,,,hhpc,"net income, monetary",NSSRA 2014,"Integrated Living Conditions Survey, Armenia",103,source2,http://www.armstat.am/file/doc/99489188.pdf,,2015-09-07
Armenia,2013,37.2,,,hhpc,"net income, monetary",NSSRA 2014,"Integrated Living Conditions Survey, Armenia",103,source2,http://www.armstat.am/file/doc/99489188.pdf,,2015-09-07
Australia,1994–1995,30.2,0.3624,,"hh, oecd",net income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
Australia,1995–1996,29.6,0.2664,,"hh, oecd",net income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
Australia,1996–1997,29.2,0.3504,,"hh, oecd",net income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
Australia,1997–1998,30.3,0.3939,,"hh, oecd",net income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
Australia,1999–2000,31,0.465,,"hh, oecd",net income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
Australia,2000–2001,31.1,0.4354,,"hh, oecd",net income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
Australia,2002–2003,30.9,0.3399,,"hh, oecd",net income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
Australia,2003–2004,30.6,0.3672,x,"hh, oecd",net income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
Australia,2005–2006,31.4,0.3768,,"hh, oecd",net income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
Australia,2007–2008,33.6,0.4368,x,"hh, oecd",net income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
Australia,2009–2010,32.9,0.5264,,"hh, oecd",net income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
Australia,2011–2012,32,0.448,,"hh, oecd",net income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
Australia,2013–2014,33.3,0.6993,,"hh, oecd",net income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
Australia,1994–1995,42.4,0.5088,,"hh, oecd",gross income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
Australia,1995–1996,41.7,0.3753,,"hh, oecd",gross income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
Australia,1996–1997,41.5,0.581,,"hh, oecd",gross income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
Australia,1997–1998,42.4,0.4664,,"hh, oecd",gross income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
Australia,1999–2000,43.1,0.5172,,"hh, oecd",gross income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
Australia,2000–2001,42.6,0.4686,,"hh, oecd",gross income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
Australia,2002–2003,42.2,0.3798,,"hh, oecd",gross income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
Australia,2003–2004,41.9,0.3771,x,"hh, oecd",gross income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
Australia,2005–2006,42.5,0.3825,,"hh, oecd",gross income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
Australia,2007–2008,43.8,0.4818,x,"hh, oecd",gross income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
Australia,2009–2010,42.9,0.5148,,"hh, oecd",gross income,ABS 2015,"Survey of Income and Housing, Australia",,source2,http://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&6523do00001_201314.xls&6523.0&Data%20Cubes&4F00682720AFA825CA257EB5001B77B9&0&2013-14&04.09.2015&Latest,equiv_scale source: http://www.abs.gov.au/ausstats/abs@.nsf/Lookup/by%20Subject/6553.0~2013-14~Main%20Features~Income~2,2015-09-07
