country,year,gini,gini_se,welfare_def,equiv_scale,monetary,series,source1,page,link
Japan,1974,0.357,,market,hh,,MT1992 Japan market hh,Tabatabai 1996; Mizoguchi and Terasaki 1992,126,http://www.ilo.org/public/libdoc/ilo/1996/96B09_403_engl.pdf
Japan,1975,0.353,,market,hh,,MT1992 Japan market hh,Tabatabai 1996; Mizoguchi and Terasaki 1992,126,http://www.ilo.org/public/libdoc/ilo/1996/96B09_403_engl.pdf
Japan,1975,0.375,,market,hh,,Tachibanaki 2006 market hh,Tachibanaki 2006,3,http://doi.org/10.1111/j.1468-5876.2006.00355.x
Japan,1976,0.36,,market,hh,,MT1992 Japan market hh,Tabatabai 1996; Mizoguchi and Terasaki 1992,126,http://www.ilo.org/public/libdoc/ilo/1996/96B09_403_engl.pdf
Japan,1977,0.342,,market,hh,,MT1992 Japan market hh,Tabatabai 1996; Mizoguchi and Terasaki 1992,126,http://www.ilo.org/public/libdoc/ilo/1996/96B09_403_engl.pdf
Japan,1978,0.354,,market,hh,,MT1992 Japan market hh,Tabatabai 1996; Mizoguchi and Terasaki 1992,126,http://www.ilo.org/public/libdoc/ilo/1996/96B09_403_engl.pdf
Japan,1978,0.365,,market,hh,,Tachibanaki 2006 market hh,Tachibanaki 2006,3,http://doi.org/10.1111/j.1468-5876.2006.00355.x
Japan,1979,0.271,,gross,sqrt,TRUE,M2013 gross sqrt 1,McKenzie 2013,397,https://books.google.com/books?id=XaGWoJbFGG0C&pg=PA397
Japan,1979,0.336,,market,hh,,MT1992 Japan market hh,Tabatabai 1996; Mizoguchi and Terasaki 1992,126,http://www.ilo.org/public/libdoc/ilo/1996/96B09_403_engl.pdf
Japan,1979,0.271,,disp,hh,TRUE,Statistics Japan disp hh,Statistics Japan 2005,,http://www.stat.go.jp/english/data/zensho/2004/hutari/gaiyo18.htm
Japan,1980,0.337,,market,hh,,MT1992 Japan market hh,Tabatabai 1996; Mizoguchi and Terasaki 1992,126,http://www.ilo.org/public/libdoc/ilo/1996/96B09_403_engl.pdf
Japan,1981,0.352,,market,hh,,MT1992 Japan market hh,Tabatabai 1996; Mizoguchi and Terasaki 1992,126,http://www.ilo.org/public/libdoc/ilo/1996/96B09_403_engl.pdf
Japan,1981,0.349,,market,hh,,Tachibanaki 2006 market hh,Tachibanaki 2006,3,http://doi.org/10.1111/j.1468-5876.2006.00355.x
Japan,1981,0.3143,,disp,pc,,TY1997 disp pc,Tachibanaki and Yagi 1997,119,https://books.google.com/books?&id=QK3yypiMK3EC&pg=PA108
Japan,1982,0.351,,market,hh,,MT1992 Japan market hh,Tabatabai 1996; Mizoguchi and Terasaki 1992,126,http://www.ilo.org/public/libdoc/ilo/1996/96B09_403_engl.pdf
Japan,1983,0.351,,market,hh,,MT1992 Japan market hh,Tabatabai 1996; Mizoguchi and Terasaki 1992,126,http://www.ilo.org/public/libdoc/ilo/1996/96B09_403_engl.pdf
Japan,1984,0.35,,market,hh,,MT1992 Japan market hh,Tabatabai 1996; Mizoguchi and Terasaki 1992,126,http://www.ilo.org/public/libdoc/ilo/1996/96B09_403_engl.pdf
Japan,1984,0.28,,disp,hh,TRUE,Statistics Japan disp hh,Statistics Japan 2005,,http://www.stat.go.jp/english/data/zensho/2004/hutari/gaiyo18.htm
Japan,1984,0.343,,disp,hh,,Tachibanaki 2006 disp hh,Tachibanaki 2006,3,http://doi.org/10.1111/j.1468-5876.2006.00355.x
Japan,1984,0.398,,market,hh,,Tachibanaki 2006 market hh,Tachibanaki 2006,3,http://doi.org/10.1111/j.1468-5876.2006.00355.x
Japan,1984,0.3426,,disp,pc,,TY1997 disp pc,Tachibanaki and Yagi 1997,119,https://books.google.com/books?&id=QK3yypiMK3EC&pg=PA108
Japan,1985,0.359,,market,hh,,MT1992 Japan market hh,Tabatabai 1996; Mizoguchi and Terasaki 1992,126,http://www.ilo.org/public/libdoc/ilo/1996/96B09_403_engl.pdf
Japan,1985,0.304,,disp,sqrt,FALSE,"OECD Japan disp sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,1985,0.278,,disp,sqrt,FALSE,"OECD Japan disp sqrt, previous def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,1985,0.345,,market,sqrt,FALSE,"OECD Japan market sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,1985,0.317,,market,sqrt,FALSE,"OECD Japan market sqrt, previous def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,1986,0.356,,market,hh,,MT1992 Japan market hh,Tabatabai 1996; Mizoguchi and Terasaki 1992,126,http://www.ilo.org/public/libdoc/ilo/1996/96B09_403_engl.pdf
Japan,1986,0.2925,,disp,sqrt,,Shirahase2001 Japan disp sqrt,Shirahase 2001,37,http://www.lisdatacenter.org/wps/liswps/268.pdf
Japan,1987,0.359,,market,hh,,MT1992 Japan market hh,Tabatabai 1996; Mizoguchi and Terasaki 1992,126,http://www.ilo.org/public/libdoc/ilo/1996/96B09_403_engl.pdf
Japan,1987,0.338,,disp,hh,,Tachibanaki 2006 disp hh,Tachibanaki 2006,3,http://doi.org/10.1111/j.1468-5876.2006.00355.x
Japan,1987,0.405,,market,hh,,Tachibanaki 2006 market hh,Tachibanaki 2006,3,http://doi.org/10.1111/j.1468-5876.2006.00355.x
Japan,1987,0.3382,,disp,pc,,TY1997 disp pc,Tachibanaki and Yagi 1997,119,https://books.google.com/books?&id=QK3yypiMK3EC&pg=PA108
Japan,1988,0.375,,market,hh,,MT1992 Japan market hh,Tabatabai 1996; Mizoguchi and Terasaki 1992,127,http://www.ilo.org/public/libdoc/ilo/1996/96B09_403_engl.pdf
Japan,1989,0.372,,market,hh,,MT1992 Japan market hh,Tabatabai 1996; Mizoguchi and Terasaki 1992,127,http://www.ilo.org/public/libdoc/ilo/1996/96B09_403_engl.pdf
Japan,1989,0.312,,disp,sqrt,,Shirahase2001 Japan disp sqrt,Shirahase 2001,37,http://www.lisdatacenter.org/wps/liswps/268.pdf
Japan,1989,0.293,,disp,hh,TRUE,Statistics Japan disp hh,Statistics Japan 2005,,http://www.stat.go.jp/english/data/zensho/2004/hutari/gaiyo18.htm
Japan,1990,0.172,,con,hh,,Park1995 Japan con hh,Tabatabai 1996; Park 1995,126,http://www.ilo.org/public/libdoc/ilo/1996/96B09_403_engl.pdf
Japan,1990,0.298,,disp,hh,,Park1995 Japan disp hh,Tabatabai 1996; Park 1995,126,http://www.ilo.org/public/libdoc/ilo/1996/96B09_403_engl.pdf
Japan,1990,0.364,,disp,hh,,Tachibanaki 2006 disp hh,Tachibanaki 2006,3,http://doi.org/10.1111/j.1468-5876.2006.00355.x
Japan,1990,0.433,,market,hh,,Tachibanaki 2006 market hh,Tachibanaki 2006,3,http://doi.org/10.1111/j.1468-5876.2006.00355.x
Japan,1990,0.3643,,disp,pc,,TY1997 disp pc,Tachibanaki and Yagi 1997,119,https://books.google.com/books?&id=QK3yypiMK3EC&pg=PA108
Japan,1992,0.377,,gross,sqrt,TRUE,M2013 gross sqrt 2,McKenzie 2013,397,https://books.google.com/books?id=XaGWoJbFGG0C&pg=PA397
Japan,1992,0.3114,,disp,sqrt,,Shirahase2001 Japan disp sqrt,Shirahase 2001,37,http://www.lisdatacenter.org/wps/liswps/268.pdf
Japan,1993,0.248,,con,pc,,FR2008 Japan con pc,Ferreira and Ravallion 2008,37,https://openknowledge.worldbank.org/bitstream/handle/10986/6675/wps4623.pdf
Japan,1993,0.365,,disp,hh,,Tachibanaki 2006 disp hh,Tachibanaki 2006,3,http://doi.org/10.1111/j.1468-5876.2006.00355.x
Japan,1993,0.439,,market,hh,,Tachibanaki 2006 market hh,Tachibanaki 2006,3,http://doi.org/10.1111/j.1468-5876.2006.00355.x
Japan,1994,0.297,,disp,hh,TRUE,Statistics Japan disp hh,Statistics Japan 2005,,http://www.stat.go.jp/english/data/zensho/2004/hutari/gaiyo18.htm
Japan,1995,0.323,,disp,sqrt,FALSE,"OECD Japan disp sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,1995,0.295,,disp,sqrt,FALSE,"OECD Japan disp sqrt, previous def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,1995,0.403,,market,sqrt,FALSE,"OECD Japan market sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,1995,0.369,,market,sqrt,FALSE,"OECD Japan market sqrt, previous def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,1995,0.3158,,disp,sqrt,,Shirahase2001 Japan disp sqrt,Shirahase 2001,37,http://www.lisdatacenter.org/wps/liswps/268.pdf
Japan,1996,0.361,,disp,hh,,Tachibanaki 2006 disp hh,Tachibanaki 2006,3,http://doi.org/10.1111/j.1468-5876.2006.00355.x
Japan,1996,0.441,,market,hh,,Tachibanaki 2006 market hh,Tachibanaki 2006,3,http://doi.org/10.1111/j.1468-5876.2006.00355.x
Japan,1998,0.3188,,disp,sqrt,,Shirahase2001 Japan disp sqrt,Shirahase 2001,37,http://www.lisdatacenter.org/wps/liswps/268.pdf
Japan,1999,0.301,,disp,hh,TRUE,Statistics Japan disp hh,Statistics Japan 2005,,http://www.stat.go.jp/english/data/zensho/2004/hutari/gaiyo18.htm
Japan,1999,0.381,,disp,hh,,Tachibanaki 2006 disp hh,Tachibanaki 2006,3,http://doi.org/10.1111/j.1468-5876.2006.00355.x
Japan,1999,0.472,,market,hh,,Tachibanaki 2006 market hh,Tachibanaki 2006,3,http://doi.org/10.1111/j.1468-5876.2006.00355.x
Japan,2000,0.337,,disp,sqrt,FALSE,"OECD Japan disp sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,2000,0.432,,market,sqrt,FALSE,"OECD Japan market sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,2002,0.3217,,disp,sqrt,TRUE,MHLW IRS disp sqrt,"Japanese Ministry of Health, Labor, and Welfare 2002",,http://www.e-stat.go.jp/SG1/estat/Xlsdl.do?sinfid=000002479640
Japan,2002,0.4194,,market,sqrt,TRUE,MHLW IRS market sqrt,"Japanese Ministry of Health, Labor, and Welfare 2002",,http://www.e-stat.go.jp/SG1/estat/Xlsdl.do?sinfid=000002479640
Japan,2002,0.381,,disp,hh,,Tachibanaki 2006 disp hh,Tachibanaki 2006,3,http://doi.org/10.1111/j.1468-5876.2006.00355.x
Japan,2002,0.498,,market,hh,,Tachibanaki 2006 market hh,Tachibanaki 2006,3,http://doi.org/10.1111/j.1468-5876.2006.00355.x
Japan,2003,0.321,,disp,sqrt,FALSE,"OECD Japan disp sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,2003,0.443,,market,sqrt,FALSE,"OECD Japan market sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,2004,0.45,,con,pc,,FR2008 Japan con pc,Ferreira and Ravallion 2008,37,https://openknowledge.worldbank.org/bitstream/handle/10986/6675/wps4623.pdf
Japan,2004,0.284,,con,sqrt,TRUE,M2013 con sqrt,McKenzie 2013,397,https://books.google.com/books?id=XaGWoJbFGG0C&pg=PA397
Japan,2004,0.308,,gross,sqrt,TRUE,M2013 gross sqrt 1,McKenzie 2013,397,https://books.google.com/books?id=XaGWoJbFGG0C&pg=PA397
Japan,2004,0.4,,gross,sqrt,TRUE,M2013 gross sqrt 2,McKenzie 2013,397,https://books.google.com/books?id=XaGWoJbFGG0C&pg=PA397
Japan,2004,0.326,,market,sqrt,TRUE,M2013 market sqrt 1,McKenzie 2013,397,https://books.google.com/books?id=XaGWoJbFGG0C&pg=PA397
Japan,2004,0.354,,market,sqrt,TRUE,M2013 market sqrt 2,McKenzie 2013,397,https://books.google.com/books?id=XaGWoJbFGG0C&pg=PA397
Japan,2004,0.308,,disp,hh,TRUE,Statistics Japan disp hh,Statistics Japan 2005,,http://www.stat.go.jp/english/data/zensho/2004/hutari/gaiyo18.htm
Japan,2005,0.298,,con,sqrt,TRUE,M2013 con sqrt,McKenzie 2013,397,https://books.google.com/books?id=XaGWoJbFGG0C&pg=PA397
Japan,2005,0.395,,gross,sqrt,TRUE,M2013 gross sqrt 2,McKenzie 2013,397,https://books.google.com/books?id=XaGWoJbFGG0C&pg=PA397
Japan,2005,0.316,,market,sqrt,TRUE,M2013 market sqrt 1,McKenzie 2013,397,https://books.google.com/books?id=XaGWoJbFGG0C&pg=PA397
Japan,2005,0.351,,market,sqrt,TRUE,M2013 market sqrt 2,McKenzie 2013,397,https://books.google.com/books?id=XaGWoJbFGG0C&pg=PA397
Japan,2005,0.3218,,disp,sqrt,TRUE,MHLW IRS disp sqrt,"Japanese Ministry of Health, Labor, and Welfare 2005",,http://www.e-stat.go.jp/SG1/estat/Xlsdl.do?sinfid=000002478869
Japan,2005,0.4354,,market,sqrt,TRUE,MHLW IRS market sqrt,"Japanese Ministry of Health, Labor, and Welfare 2005",,http://www.e-stat.go.jp/SG1/estat/Xlsdl.do?sinfid=000002478869
Japan,2006,0.292,,con,sqrt,TRUE,M2013 con sqrt,McKenzie 2013,397,https://books.google.com/books?id=XaGWoJbFGG0C&pg=PA397
Japan,2006,0.398,,gross,sqrt,TRUE,M2013 gross sqrt 2,McKenzie 2013,397,https://books.google.com/books?id=XaGWoJbFGG0C&pg=PA397
Japan,2006,0.319,,market,sqrt,TRUE,M2013 market sqrt 1,McKenzie 2013,397,https://books.google.com/books?id=XaGWoJbFGG0C&pg=PA397
Japan,2006,0.347,,market,sqrt,TRUE,M2013 market sqrt 2,McKenzie 2013,397,https://books.google.com/books?id=XaGWoJbFGG0C&pg=PA397
Japan,2006,0.329,,disp,sqrt,FALSE,"OECD Japan disp sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,2006,0.462,,market,sqrt,FALSE,"OECD Japan market sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,2007,0.3,,con,sqrt,TRUE,M2013 con sqrt,McKenzie 2013,397,https://books.google.com/books?id=XaGWoJbFGG0C&pg=PA397
Japan,2007,0.395,,gross,sqrt,TRUE,M2013 gross sqrt 2,McKenzie 2013,397,https://books.google.com/books?id=XaGWoJbFGG0C&pg=PA397
Japan,2007,0.325,,market,sqrt,TRUE,M2013 market sqrt 1,McKenzie 2013,397,https://books.google.com/books?id=XaGWoJbFGG0C&pg=PA397
Japan,2007,0.327,,market,sqrt,TRUE,M2013 market sqrt 2,McKenzie 2013,397,https://books.google.com/books?id=XaGWoJbFGG0C&pg=PA397
Japan,2008,0.3309,0.0062,disp,ae,FALSE,LIS Japan disp ae,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/jp.txt
Japan,2008,0.3791,0.0067,disp,hh,FALSE,LIS Japan disp hh,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/jp.txt
Japan,2008,0.3253,0.0059,disp,oecdm,FALSE,LIS Japan disp oecdm,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/jp.txt
Japan,2008,0.3484,0.0067,disp,pc,FALSE,LIS Japan disp pc,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/jp.txt
Japan,2008,0.3282,0.0061,disp,sqrt,FALSE,LIS Japan disp sqrt,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/jp.txt
Japan,2008,0.4103,0.0061,gross,ae,FALSE,LIS Japan gross ae,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/jp.txt
Japan,2008,0.4467,0.0083,gross,hh,FALSE,LIS Japan gross hh,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/jp.txt
Japan,2008,0.405,0.0058,gross,oecdm,FALSE,LIS Japan gross oecdm,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/jp.txt
Japan,2008,0.4289,0.006,gross,pc,FALSE,LIS Japan gross pc,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/jp.txt
Japan,2008,0.4103,0.006,gross,sqrt,FALSE,LIS Japan gross sqrt,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/jp.txt
Japan,2008,0.504,0.007,market,ae,FALSE,LIS Japan market ae,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/jp.txt
Japan,2008,0.5549,0.0088,market,hh,FALSE,LIS Japan market hh,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/jp.txt
Japan,2008,0.4972,0.0067,market,oecdm,FALSE,LIS Japan market oecdm,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/jp.txt
Japan,2008,0.5218,0.007,market,pc,FALSE,LIS Japan market pc,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/jp.txt
Japan,2008,0.4983,0.0076,market,sqrt,FALSE,LIS Japan market sqrt,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/jp.txt
Japan,2008,0.293,,con,sqrt,TRUE,M2013 con sqrt,McKenzie 2013,397,https://books.google.com/books?id=XaGWoJbFGG0C&pg=PA397
Japan,2008,0.326,,market,sqrt,TRUE,M2013 market sqrt 1,McKenzie 2013,397,https://books.google.com/books?id=XaGWoJbFGG0C&pg=PA397
Japan,2008,0.343,,market,sqrt,TRUE,M2013 market sqrt 2,McKenzie 2013,397,https://books.google.com/books?id=XaGWoJbFGG0C&pg=PA397
Japan,2008,0.3268,,disp,sqrt,TRUE,MHLW IRS disp sqrt,"Japanese Ministry of Health, Labor, and Welfare 2008",,http://www.e-stat.go.jp/SG1/estat/Xlsdl.do?sinfid=000008189056
Japan,2008,0.4539,,market,sqrt,TRUE,MHLW IRS market sqrt,"Japanese Ministry of Health, Labor, and Welfare 2008",,http://www.e-stat.go.jp/SG1/estat/Xlsdl.do?sinfid=000008189056
Japan,2008,0.321,,gross,pc,FALSE,Povcalnet Japan gross pc 1,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
Japan,2009,0.31,,con,sqrt,TRUE,M2013 con sqrt,McKenzie 2013,397,https://books.google.com/books?id=XaGWoJbFGG0C&pg=PA397
Japan,2009,0.336,0.002,disp,sqrt,FALSE,"OECD Japan disp sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,2009,0.336,0.002,disp,sqrt,FALSE,"OECD Japan disp sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,2009,0.488,,market,sqrt,FALSE,"OECD Japan market sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,2009,0.488,,market,sqrt,FALSE,"OECD Japan market sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,2009,0.313,,disp,pc,TRUE,Statistics Japan disp pc,Statistics Japan 2010,,http://www.e-stat.go.jp/SG1/estat/GL32020101.do?method=xlsDownload&fileId=000004955720&releaseCount=1
Japan,2009,0.283,,disp,sqrt,TRUE,Statistics Japan disp sqrt,Statistics Japan 2010,,http://www.e-stat.go.jp/SG1/estat/GL32020101.do?method=xlsDownload&fileId=000004955720&releaseCount=1
Japan,2009,0.432,,market,pc,TRUE,Statistics Japan market pc,Statistics Japan 2010,,http://www.e-stat.go.jp/SG1/estat/GL32020101.do?method=xlsDownload&fileId=000004955720&releaseCount=1
Japan,2009,0.406,,market,sqrt,TRUE,Statistics Japan market sqrt,Statistics Japan 2010,,http://www.e-stat.go.jp/SG1/estat/GL32020101.do?method=xlsDownload&fileId=000004955720&releaseCount=1
Japan,2011,0.3219,,disp,sqrt,TRUE,MHLW IRS disp sqrt,"Japanese Ministry of Health, Labor, and Welfare 2011",,http://www.e-stat.go.jp/SG1/estat/Xlsdl.do?sinfid=000023335999
Japan,2011,0.4703,,market,sqrt,TRUE,MHLW IRS market sqrt,"Japanese Ministry of Health, Labor, and Welfare 2011",,http://www.e-stat.go.jp/SG1/estat/Xlsdl.do?sinfid=000023335999
Japan,2012,0.33,,disp,sqrt,FALSE,"OECD Japan disp sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,2012,0.33,,disp,sqrt,FALSE,"OECD Japan disp sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,2012,0.352,,gross,sqrt,FALSE,"OECD Japan gross sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,2012,0.488,,market,sqrt,FALSE,"OECD Japan market sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,2012,0.488,,market,sqrt,FALSE,"OECD Japan market sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,2014,0.31,,disp,pc,TRUE,Statistics Japan disp pc,Statistics Japan 2015,,http://www.e-stat.go.jp/SG1/estat/GL32020101.do?method=xlsDownload&fileId=000007772322&releaseCount=1
Japan,2014,0.281,,disp,sqrt,TRUE,Statistics Japan disp sqrt,Statistics Japan 2015,,http://www.e-stat.go.jp/SG1/estat/GL32020101.do?method=xlsDownload&fileId=000007772322&releaseCount=1
Japan,2014,0.446,,market,pc,TRUE,Statistics Japan market pc,Statistics Japan 2015,,http://www.e-stat.go.jp/SG1/estat/GL32020101.do?method=xlsDownload&fileId=000007772322&releaseCount=1
Japan,2014,0.421,,market,sqrt,TRUE,Statistics Japan market sqrt,Statistics Japan 2015,,http://www.e-stat.go.jp/SG1/estat/GL32020101.do?method=xlsDownload&fileId=000007772322&releaseCount=1
Japan,2015,0.339,0.004,disp,sqrt,FALSE,"OECD Japan disp sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,2015,0.363,,gross,sqrt,FALSE,"OECD Japan gross sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Japan,2015,0.504,,market,sqrt,FALSE,"OECD Japan market sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Jordan,1986,0.361,,con,pc,FALSE,Povcalnet Jordan con pc 1,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
Jordan,1987,0.361,,con,pc,,AP2003 Jordan con pc,Adams and Page 2003,2040,https://doi.org/10.1016/j.worlddev.2003.04.004
Jordan,1987,0.34,,con,hh,,Park1995 Jordan con hh,Tabatabai 1996; Park 1995,109,http://www.ilo.org/public/libdoc/ilo/1996/96B09_403_engl.pdf
Jordan,1992,0.4,,con,pc,,AP2003 Jordan con pc,Adams and Page 2003,2040,https://doi.org/10.1016/j.worlddev.2003.04.004
Jordan,1992,0.434,,con,pc,,FR2008 Jordan con pc,Ferreira and Ravallion 2008,37,https://openknowledge.worldbank.org/bitstream/handle/10986/6675/wps4623.pdf
Jordan,1992,0.434,,con,pc,FALSE,Povcalnet Jordan con pc 1,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
Jordan,1997,0.364,,con,pc,,AP2003 Jordan con pc,Adams and Page 2003,2040,https://doi.org/10.1016/j.worlddev.2003.04.004
Jordan,1997,0.364,,con,pc,FALSE,Povcalnet Jordan con pc 1,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
Jordan,2002,0.389,,con,pc,,FR2008 Jordan con pc,Ferreira and Ravallion 2008,37,https://openknowledge.worldbank.org/bitstream/handle/10986/6675/wps4623.pdf
Jordan,2002,0.406,,con,pc,,GIDD Jordan con pc,"Ackah, Bussolo, De Hoyos, and Medvedev 2008","",https://github.com/fsolt/swiid/raw/master/data-raw/GlobalDistStata.zip
Jordan,2002,0.351,,con,pc,,Hassine2015 Jordan con pc,Hassine 2015,537,https://doi.org/10.1016/j.worlddev.2014.09.011
